song_title,lyrics,prompt
Breaker 1/9 (Slope Remix),"[Sampled Chorus: Erick Sermon & Phife Dawg]
(""Breaker 1/9, breaker 1/9, mayday"")
(""And before I get the butt, the jim must be erect"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""And before I get the butt, the jim must be, be erect"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""And before I get the butt, the jim must be erect"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""And before I get the butt, the jim must b-be erect"")
",Write a chorus in the style of A Tribe Called Quest celebrating the importance of communication and consent in relationships.
Breaker 1/9 (Slope Remix),"[Outro over Chorus: Common]
Late Show in the house y'all
UAC, the true B-boys
Professor Not, RMCA y'all, Second Dimension
Raider sho' in the house, too intense, check it out
Ha ha, it's like that, Chicago, the South Side
Comin' outta nowhere to go where, boy, uh!",Write an outro in the style of Common reflecting on the impact of hometown pride and the journey of rising from the South Side of Chicago.
Stay Schemin (Remix),"[Hook: Common]
I ride for my niggas dawg, I ride for my niggas
I slide for my niggas dawg, I ride for my niggas dawg
Stay schemin'
Niggas tryna get at me (dawg)
I ride for my niggas
Stay schemin'
Niggas tryna get at me (dawg)
I ride for my niggas
","Write a chorus in the style of Common, expressing loyalty and solidarity among friends in the face of adversity."
Stay Schemin (Remix),"[Rick Ross - Verse 1: Common]
Damn, life so short, fuck it, I dont wanna go to court
Fuck it, got a budget for the lawyer though
Fuck it, I'm on the run for the money
I'm in the bucket, paid 200 for it
My lil niggas thuggin', even got me paranoid
I'm gettin money, thats in any nigga category
Double M I got G's out in California
",Write a verse in the style of Common reflecting on the shortness of life and the constant hustle for money.
Stay Schemin (Remix),"[Hook: Common]
",Write a chorus in the style of Common that promotes positivity and unity in the community.
Stay Schemin (Remix),"[Drake: Common]
It bothers me when the Gods get to acting like the broads
Guess every team doesn't come complete with niggas like ours
Thats why I see no need to compete with niggas like y'all
I just ask them when you see me you speak up nigga thats all
Don't be ducking like you never wanted nothing
Its feeling like rap changed, there was a time it was rugged
Back when if a nigga reached it was for the weapon
Nowadays niggas reach just to sell they record
Spaghetti bolognese in Appolo lounge
Me and my G from DC thats how I roll around
Might look light, but we heavy though
You think Drake will pull some shit like that you never know
Million dollar meetings in appollo lounge
Me and my man all Oliver North thats how I roll around
Shawty wanna tell me secrets 'bout a rap nigga
I tell a bitch its more attractive when you hold it down
Kobe 'bout to lose a hundred fifty M's
Kobe my nigga I hate it, had to be him
Bitch you wasn't with me shooting in the gym
(Bitch you wasn't with me shooting in the gym)
Tell Lucien I said fuck it I'm tearing holes in my budget
Bag her like we in Publix and take her ass out in public
Ordered it a filet tell her butterfly she'll love it
She used to soda and nuggets she really just out here thuggin'
Im just hittin my pinnacle you and pussy identical
You like the f-ckin finish line we can't wait to run into you
But let me get my mind of that
Young rich muthaf-cker getting mine off rap
With my niggas",Write a verse in the style of Drake and Common discussing the changing landscape of the rap industry and the need to stay true to oneself despite external pressures.
Stay Schemin (Remix),"[Hook: Common]
",Write a hook in the style of Common about the importance of love and unity in the face of adversity.
Stay Schemin (Remix),"[Common: Common]
My motto is: Chicago, bitch
Everybody know you sweet, what the problem is
Don't play dumb, I'm the one that acknowledged it
Son of a bitch, I imagine what your father is
She said, ""How you make your opponent, the rapper of the moment?""
His style, he don't own it
Acting all hard when he hardly like that
You gon' mess around and make me catch a body like that, ooooh
Don't do it
'Cause every song you make Joe is really hoe music
I heard you said you wasn't a bitch because you sing
You a bitch because you cling like a bitch that's eighteen
Can't say my name but rap about a nigga's wife
You so black and white, tryna to live a nigga's life
I'm taking too long with this amateur guy
You ain't wet nobody, nigga, you Canada dry
",Write a verse in the style of Common addressing a rapper who tries to imitate his style but lacks authenticity.
Stay Schemin (Remix),"[Common Speaking: Common]
Soft nigga, make no mistake, I'm talking to Drake
It's the remix. Rick Ross, Common, and that hoe ass nigga
No, man-to-man, don't hide behind them other niggas
Nah, this man-to-man. You can't run behind them man
This is some real man shit right here
",Write a diss track verse in the style of Common confronting Drake over personal and musical authenticity.
Stay Schemin (Remix),"[Destiny's Child: Common]
Say my name, say my name
If no one is around you
If you ain't running game
Say my name, say my name
You acting kinda shady
Why the sudden change?
Say my name, say my name
If no one is around you
If you ain't running game
Say my name, say my name
You acting kinda shady
Better say my name
Better say my name
Better say my name
Better say my name",Write a catchy chorus in the style of Destiny's Child that challenges someone to prove their loyalty and commitment by saying your name when no one else is around.
"Testify (Live at the North Sea Jazz Festival, 2005)","[Verse 1: Common]
She walk into the court her knees buckle
Saying for a man to survive he needn't hustle
Seen and been through struggle her whole life
Made a transition from being his ho to his wife
Stifling, the night upend the ATF bust in
Her daddy was a hustla, so she love them
Looked at the jury, how can they judge him, she screamed
","Write a verse in the style of Common, exploring the themes of love, loyalty, and the struggle to survive in a harsh environment."
"Testify (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
(Before you lock my love away) Put your hands in the air
(Before you lock my love away) Yeah, you say
(Before you lock my love away) Yeah, it go
(Before you lock my love away)
(Please let me testify)
","Write a chorus in the style of Common, urging listeners to put their hands in the air and testify before locking love away."
"Testify (Live at the North Sea Jazz Festival, 2005)","[Verse 2: Common]
Fear in her chest her face in tears
Had her man's back he was facing years
In her name, though the place was his
They tryna take everything except the kids
For years she been through stumbling fights
He tryna hustle that white
Up all night wondering if he's alive
Seeing him tried, she bubbled inside and screamed","Write a verse in the style of Common, exploring the emotional turmoil of a woman whose partner is facing incarceration."
"Testify (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
(Before you lock my love away) Put your hands up
(Before you lock my love away) Keep your hands up
(Before you lock my love away) And the people say
(Before you lock my love away)
(Please let me testify)
","Write a chorus in the style of Common, encouraging people to keep their hands up and let their love be known before it's locked away."
"Testify (Live at the North Sea Jazz Festival, 2005)","[Verse 3: Common]
The judge yelled for order
Court reporter making her words shorter
His lawyer sat next to him
She could see how the trial was affecting him
It hurt for her eyes to connect with him
Using her lies for protecting him
They arrested him for murder and gun possession
As they read back her confessions, she screamed
","Write a verse in the style of Common that tells the story of a court trial, focusing on the emotional connection between the accused and their lawyer."
"Testify (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
(Before you lock my love away) Everybody say
(Before you lock my love away) Put your hands up
(Before you lock my love away) Sing it with us y'all
(Before you lock my love away)
(Please let me testify)
","Write a chorus in the style of Common, calling for listeners to raise their hands and sing along before locking love away."
"Testify (Live at the North Sea Jazz Festival, 2005)","[Verse 4: Common]
The court awaited as the foreman got the verdict from the bailiff
Emotional outbursts, tears and smeared makeup
He stated, he was guilty on all charges
She's shaking looking like she took it the hardest
A spin artist, she brought her face up laughing
That's when the prosecutor realized what happened
All that speaking her mind, testifying and crying
When this bitch did the crime, the queenpin","Write a verse in the style of Common, exploring the theme of justice and betrayal in a court case."
"Testify (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
(Before you lock my love away) Everybody say
(Before you lock my love away) Put your hands up
(Before you lock my love away) All the ladies say
(Before you lock my love away)
Guilty...next case",Write a chorus in the style of Common that challenges the listener to speak up for love before it's locked away.
Common Freestyle,"[Common: Common]
Yeah, this is the truth
Common Sense, wit Tony Touch
It's the type of music we be
From Chicago to New York
I ain't move, I'm just movin crowds baby
Yo yo check it
Supreme life, I seen light at the end of the path
Beginning wit math, stumbled, found a gym in a half
Cognac, pimps, Hennessey's resemble my dad
Went to, the School of Hard Knocks, it's hard to remember the staff
]From the land of shit-talk
Point stars and pitch forks, this ain't a game, only a bitch barks
The streets is stayin hard, peoples tryin to out-think God
Tradin crack for link cards
Heavy, so I sleep hard and breathe eye accounts
In this paper marathon, meditatin to tapes of Farrakhan
And Seravon, sharin songs wit broads, I know they need it
It's like I'm Eldrige Cleaver wit my mind set on cleavage
Reachin for the heavens since the bliss fell from the elevated, I speak
Wit Technics like a 1200
Black males wanted, the sign of the times
Read: one for project prisons wanted dead
I sped to the light, my realness bled through the mic
Like Marvin, I'm willing to save the children givin lead to the night
It was written but untold
Some hold the scroll in the hearts, the truth is told in the arts
Like old school to park, my thoughts connect
No longer is it impeach the president or break to mic check
I circumcised the clouds, wit thoughts that raise your third eyebrow
Cuz the sun is my child, bloaw
Yeah it's Com Sense, Tony Touch
Peace to my god NO ID, yeah Y-Not, Dug Infinite, Sean Lett
We just bringin it to y'all Chicago style to New York
And we travellin all over the world, peace",Write a verse in the style of Common reflecting on the challenges and triumphs of growing up in a tough environment.
"Faithful (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
(Faithful to the end) Yeah, we got to be
(Faithful to the end) Clap your hands y'all, I wanna be
(Faithful to the end)
(I'd like to be her very best friend)
Clap your hands, uh, yeah
","Write a chorus in the style of Common, emphasizing the importance of loyalty and friendship in relationships."
"Faithful (Live at the North Sea Jazz Festival, 2005)","[Interlude: Common]
I wrote this song called ""Faithful""
And what it's about, it's about being faithful to the most high God
Creator of all things
See, a lot of people ask me about who God is
You know, all I know is God created the Heavens and the earth
And there's only one God
So, I wrote this song thinking about, 'What if God was a woman?
How would it be? How would we react? How would I react?'
And this is my commitment and my letter to God
And I want y'all to check it out and just listen
Uh, and just clap your hands and listen, check it
","Write a spoken word piece in the style of Common, exploring the concept of faith and questioning the gender of God."
"Faithful (Live at the North Sea Jazz Festival, 2005)","[Verse 1: Common]
I was rollin' around, in my mind it occurred
What if God was a her?
Would I treat her the same? Would I still be runnin' game on her?
In what type of ways would I want her?
Would I want her for her mind or her heavenly body?
Couldn't be out gettin' bogus with someone so godly
If I was wit' her would I still be wantin' my ex?
The lies, the greed, the weed, the sex
Wouldn't be ashamed to give her part of my check
Wearin' her cross, I mean the heart on my neck
Her, I would reflect on the streets of the Chi'
Ride wit' her, 'cause I know for me she'd die
Through good and bad call on her like I'm chirpin' her
Couldn't be jealous, other brothers worship her
Walk this earth for her, glory, I'm grateful
To be in her presence, yo, I gotta stay...","Write a verse in the style of Common, exploring the idea of how one would treat God if God was a woman."
"Faithful (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
(Faithful to the end) Clap your hands y'all, huh
(Faithful to the end) Yeah, yo, we got to be
(Faithful to the end) We stay faithful y'all, yes
(I'd like to be her very best friend) God bless
Yo, let me tell y'all this story
","Write a chorus in the style of Common, emphasizing the importance of staying faithful and being the best friend possible."
"Faithful (Live at the North Sea Jazz Festival, 2005)","[Verse 2: Common]
He worked with her, she was his lady's best friend
Even if they don't try, ladies test men
This was a test that was bigger than him
Some believe it's the nature that is given to men
Had a good gig, a wife, a kid, a decent home
One reason or another couldn't find peace at home
She asked, ""Why do men always have to stray?""
He said, ""I'm bad, not as bad as Eric Benet""
""I used to take 'em out to eat, they weren't really eatin'
Mighta got a little head but I wasn't really cheatin'""
It's hard when your lady don't believe what you say
What you did in the past you live with today
She asked if they could spend the night together
He thought, and said, ""I'm tryin' to get my life together""
Went home to his lady, these were his confessions
""Baby, you a blessin' and my best friend""
We gotta stay...",Write a verse in the style of Common exploring the challenges of fidelity and personal growth within a relationship.
"Faithful (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
(Faithful to the end) Go and clap your hands y'all, we got to be
(Faithful to the end) Ah, I wanna stay
(Faithful to the end) Yes, God bless
(I'd like to be her very best friend) Yeah",Write a chorus in the style of Common praising faithfulness and friendship.
Breaker 1/9 (Beatnuts Remix),"[Intro: Twilite Tone]
Warning, man
The CB's, the CB's, man, they're here
We gotta, we gotta, ah, b-b-b-b-b-break it on down
","Write an intro in the style of Twilite Tone that sets the stage for a high-energy, party atmosphere."
Breaker 1/9 (Beatnuts Remix),"[Verse 1: Common & (Twilite Tone)]
A weeby weeby wobble gobble gobble, ooh, the turkey
Lord have mercy, mercy mercy me (Uh!)
You see I'm tryin' to get the punani
But you just wanna block me (Bo!), ah-eh-eh, ah-eh-eh
You see I'm tryin' to get the punani
But you just wanna block me (Lick a shot), a come on, a come on
So get your rattle rattle thundercloud and broom broom broom
Because I gotta gotta get some, el, bow, room
So I can Bang-kok, better yet, knock Italy
But raindrops keep fallin' on my couch, try to sit with me
Tamperin' up my program, so I play another slow jam
It's not an ancient Chinese secret, you should know man
But you insist on stay and playin' Genesis
I gotta put an end to this, baldergash, EEE haul ass
And don't come knockin' my door, with the cockle-doodle-doo
I'm talkin' the his and his and hers, Three's Company too
So step to the step to the rear
And don't come back now, hear?
",Write a verse in the style of Common & Twilite Tone about the challenges of trying to pursue personal desires while facing obstacles from others.
Breaker 1/9 (Beatnuts Remix),"[Sampled Chorus: Erick Sermon]
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")","Write a catchy and repetitive sampled chorus in the style of Erick Sermon, using the phrase ""Breaker 1/9, breaker 1/9, mayday"" to create a sense of urgency and distress in the song."
Breaker 1/9 (Beatnuts Remix),"[Verse 2: Common & (Twilite Tone)]
The CB's, the CB's, they'rrrrre here!
I'm checkin' my mirror from the rear -
- locks are closer, than they appear
The time is near for you to drop your beer and get your nuts again
But ain't no haps (UH-UH) your dick isn't there
You're thinkin' that, ""Oops, I made a mistake""
You say, ""Fuck Nell Carter, c'mon Jimmy, give me a break""
You made a mistake on the first take
Tryin' to break a leg for take two
You shoulda ate your Wheaties
And Petey mighta made a breakthrough
You say to hope that things might bloom, so you assume position
Wishin' he would listen, so you start to kissin'
It's alive, and up goes, and up goes you're adrenaline
You aimed, you fired, THERE YOU GO, limp again
So you take vitamins then play the role of friend and talk
Try to tell her it's her fault, but Jack your Bean wouldn't Stalk
Baby Bubba youse a goner, ahh, youse a goner
It's fucked up when Your Dick Is Playin' Tricks On Ya
So you pop fizz, what a relief, beef, stroke it off, my man
Got your thing in your hand, sayin', ""I I think I can!!""
Damn this never happened before, yeah sure, that's what they all say
Uh-oh you better get Maaco kid, 'cause old girl is salty
What was sweet to eat, has now dried up and rotted
It's a pop if you pick up your glove and say, ""Yo, I got it!""
Hopin' you won't drop, you thought you had it made like Katie
What more could go wrong - you got the right one, baby!
Uh-huh, let you tell it, everybody and their momma knows
That you came quick, quicker than a pizza, from Domino's",Write a verse in the style of Common & Twilite Tone addressing the struggles of performance anxiety and self-doubt in intimate relationships.
Breaker 1/9 (Beatnuts Remix),"[Sampled Chorus: Erick Sermon]
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
",Write a sampled chorus in the style of Erick Sermon using the CB lingo and urgency of a distress call.
Breaker 1/9 (Beatnuts Remix),"[Verse 3: Common & (Twilite Tone)]
Walkin' up and then down the strip
Lookin' for some hip so I can skip
I spotted this honeydip, and her friend tried to sell me a script
That they were in a rush to catch the bus, but that was B-O-Gus
So I begin to bust as her friend looked in disgust
Since old girl was with this, I told her friend to kiss this
Enlist in physical fitness, use your brain and mind your business
Dippin' from a distance, in an instance I got the digits
And blew a kiss to her
(THAT OLD STANK HOEEEE) was mad I didn't speak to her
I hooked up with the one that looked NICE
Took her mind, like an ICE
'Til her friends gave her advice to think, twice
Before with me she slept, my rep was kinda ill
They told her to keep that booty still
I been through more hoes than the pill
Still I overcame 'cause I got game like a athlete (UHH)
In less than a half week, she was ready to do the nasty
The drawers dropped, the top off, and as the boots was gettin' knocked
I heard the door unlock, it was her pop, he was a cop
So I stopped dropped and rolled, so I wouldn't inhale a shell
Broke like a fingernail, on my trail was the smell of tail
Bailed back around the flat, to wash off the smell of cat
Like a belt, everything was strapped
'Til my homey asked, (""WASSUP WIT DAT?"")
The dat was like dis, see, I told him I got busy
This was the spy who dissed me 'cause he told her like a sissy
THAT WAS FOUL, I went through more blocks than a mile, now it's a dead end
The little red Corvette done locked the door and I can't get in
No more no more no more and now I know and now I know
Don't mess around with CB's, good buddy, ten-fo' (Ten-fo')","Write a verse in the style of Common & Twilite Tone, detailing a humorous encounter with a girl's father who happens to be a cop."
Breaker 1/9 (Beatnuts Remix),"[Outro: Common & (Erick Sermon sample)]
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
The 1/9, the 1/9, the CB, the break
(""Breaker 1/9, breaker 1/9, mayday"")
The 1/9, the 1/9, the CB, the break
(""Breaker 1/9, breaker 1/9, mayday"")
The 1/9, the 1/9, the CB, the break
(""Breaker 1/9, breaker 1/9, mayday"")
Break it down, break it up
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")
(""Breaker 1/9, breaker 1/9, mayday"")",Write an outro in the style of Common reflecting on the chaos and urgency of communication in a time of need.
"Thelonius (Live at the North Sea Jazz Festival, 2005)","[Intro: Common]
Ah, yeah, ah, a'ight
Y'all ain't tired, are you?
Y'all ready to get live in here or what?
We gon' do it basement style, basement style
So everybody say, hey
Party people say, hey
What you say y'all? Hey
I can't hear y'all, hey
Over there say...
I can't hear y'all
Well, keep it live y'all
Real live y'all
Now over here say...
Over here say...
Say it live y'all
Real live y'all
Now all the ladies say...
All the ladies say
All the fellas say
Say it sure like this while it's sure
",Write an intro in the style of Common that hypes up the audience and encourages participation in the party atmosphere.
"Thelonius (Live at the North Sea Jazz Festival, 2005)","[Verse: Common]
Ah, you can feel it in your throat, ha
I'm 'bout to let my mind float, ha
Get your third eye poked, ha
Fuck game, I assemble dope, ha
Ness, a nigga that's fresh as the fest
Studied this rap shit, no need to mic test
Feel it in your chest, ha
Your B I's can feel it in her breasts
Plus you, rhyme like a nigga wit his nipples pierced
We lick off lyrics in the streets and real niggas hear us
Dreamin' when I wrote this, box me if I go too wild
Still doin' this shit like dude in Wild Style
Inviting wack brothas to dinner
I Trick Daddy emcees and I don't know, nann nigga
Who can take it where I take it
You better goin' to God like Mase did
Leaving crowds complacent
I move 'em above clouds
Whether on some surf and turf shit or thug style
Feel it in your body
Yeah y'all, feel it in your body, everybody in the partyWhat you say y'all? (Hey)
What you say y'all? (Hey)
I can't hear y'all (Hey)
Well, keep it live y'all (Hey)
Over here say (Hey)
Over there say (Hey)
All the ladies say (Hey)
All the fellas say (Hey)
Say it short (Hey)
All the ladies say (Hey)
All the ladies say (Hey)
All the fellas say (Hey)
Ah, all the fellas say (Hey)
Woo, all the ladies say (Hey)
All the ladies say (Hey)
All the fellas say (Hey)
All the fellas say (Hey)",Write a verse in the style of Common that showcases your lyrical prowess and confidence in your craft.
"The Bitch in Yoo (Live at Tramps, NYC, 1996)","[Intro: Common & De La Soul]
(Common) Yeah yeah
(Common) One two, one two
(Common) Pump this shit up
(Common - y'all know what's comin') One two
(Common - y'all say his name) I'm Common
(Common - where my nigga at?) I'm Common
(Come on)
","Create an intro in the style of Common and De La Soul, setting the stage for an energetic and collaborative rap performance."
"The Bitch in Yoo (Live at Tramps, NYC, 1996)","[Verse 1: Common]
A bitch nigga wit' an attitude named Cube (What what)
Tried to step to Com wit' a feud (What what)
Now what the fuck I look like dissin' a whole coast?
You ain't made shit dope since AmeriKKKa's Most
Wanted to cease from the Midwest to the East
On the dick of the East for your first release
Your lease is up at the crib, house niggas get evicted
And videos wit' white studs talkin' you get Wicked (Yeah)
Natural Born Killa, you a natural born God
Read, rich, got the nerve to say you rob
Hypocrite, I'm fillin' out your Death Certificate
Slangin' bean pies and St Ides in the same sentence
Shoulda repented, on the 16th of October
Get some beats besides Parliament to rock over
Rap career is over, better off actin'
Oh, what trouble I see, and managing WC and Wack 10
Backed into a four corner hustla
Lyin' on your dick, said you was fuckin' her
Use Higher Learning, don't take my words out of text
Went from gangsta to Islam to the dick of Das EFX
It'll take a Nation of Millions to Hold Me Back
From givin' you mouth shots or hit wit' the pipe that Ralph got
Chris Tucker ain't around, it's your Friday, it was good
I wasn't salty, she was wit' the Boyz N the Hood
(Sing the chorus)",Write a verse in the style of Common addressing a rival artist who has strayed from their roots and lost their authenticity.
"The Bitch in Yoo (Live at Tramps, NYC, 1996)","[Chorus: Common]
I see the bitch in ya, when you don't speak your mind
I see the bitch in ya lookin' me in my eyes lyin'
I see the bitch in ya, ain't got your own human mind
I see the bitch in ya, it's comin' out","Write a chorus in the style of Common, calling out someone for not speaking their mind and being dishonest."
I’ve Been Pimp’n,"[Hook: Common]
I've been pimpin'
And I've been raw
With tunnel vision
I saw before
Though I know I stumbled sometimes and stayed on my grind
And now I find there's things that I don't know
There's things that I don't know (x3)
","Write a hook in the style of Common, reflecting on the journey of self-discovery and acknowledging the unknown."
I’ve Been Pimp’n,"[Verse 1: Common]
It's the return of the
Don't call it a comeback, I've been here
Let those who hear hear, those who see see
Don't fuck with tv, unless it's a ballgame
See love it life is all game
Small chains can cause pain, it's all game
Infinitely, the world spins, (?)
Sent to MC and open souls
Golden rose, the color of a dream I had
I walk this path to redeem my dad
Seeds I have will be my redemption
","Write a verse in the style of Common reflecting on the cycle of life, redemption, and the importance of family."
I’ve Been Pimp’n,"[Hook: Common]
",Write a hook in the style of Common that reflects on the power of unity and community.
I’ve Been Pimp’n,"[Verse 2: Common]
Slapped by (?) on the corner
As far as rap, I boxed in myself in the former
Years of my career, now it's clear that I wanna
Appear to my peers, yo I'm here for the corner
Stones, hustlers, lords, disciples
Gangs are tribal in means of survival
(?) fund-raisers
I'm passing out bibles and rifles
Teaching the youth how to ride life's cycle
The night blows
Wind, let me know that God is in motion
Balance the motions, soft and hard as the oceans
Many ends seem to close in
Death is where life begins
Redemption","Write a verse in the style of Common, reflecting on the harsh realities of inner-city life and the importance of guiding the youth towards redemption."
I’ve Been Pimp’n,"[Hook: Common]
",Write a hook in the style of Common that reflects on the power and resilience of the human spirit.
I’ve Been Pimp’n,"[Verse 3: Common]
To the world, he's nothing
To the block, he's the God
My guy pushing weight, like he in the yard
What good is a player without a squad?
You in the game, play hard
Hustling is like a day job
I'm in overtime, trying to open mine
Seen the riches souls defined in the forest people
It's like the chorus, the street view
That people sing together
Blackouts and rapouts bring the scene together
African kings and queens
That's why we (?)
Remember King
To let us swing humble at the gas station
I seen a fiend mumble
Redemption
",Write a verse in the style of Common focusing on the struggles and triumphs of a street hustler trying to find redemption in their community.
"Love Is... (Live at the North Sea Jazz Festival, 2005)","[Intro: Common]
And love is such a great thing, it's a beautiful thing
And I want y'all to share that with me
Put your L's up in the air if you're in the basement and you love love, yeah
Yo, how beautiful love can be
Yeah, yeah, I want y'all to get with me on it
Put your L's up, yeah, yo, how beautiful, yo, yo, yo...
",Write an intro in the style of Common that celebrates the beauty and power of love.
"Love Is... (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
How beautiful love can be
On the streets, love is hard to see
It's a place I got to be
Yeah, loving you is loving me
How beautiful love can be
On the streets, love is hard to see
Gotta reach that frequency
Yeah, loving you is loving me
","Write a chorus in the style of Common, highlighting the beauty and interconnectedness of love in the midst of the struggles on the streets."
"Love Is... (Live at the North Sea Jazz Festival, 2005)","[Verse 1: Common]
Yeah, you know what love is
Even found it on the ground where the thugs live
My man had to dig deep to find his
Couldn't sleep, on the real, he had five kids
Live nig's, real niggas express and taste it
At crap games, black dames and big faces
Cases in court, fam' showing love and support
You and your baby's mom thought that love was a sport
As men we were taught to hold it in
That's why we don't know how 'til we're older men
If love is a place I'ma go again
At least now, now I know to go within
At times it can take ya for a spin
Heartbreak hotel then you're home again
I've seen love make a nigga soul pretend
Like a story that he don't want to end
Yo",Write a verse in the style of Common reflecting on the transformative power of love and the lessons it teaches us about ourselves.
"Love Is... (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
How beautiful love can be
On the streets, love is hard to see
It's a place I got to be
Yeah, loving you is loving me
How beautiful love can be
On the streets, love is hard to see
Gotta reach that frequency
Yeah, loving you is loving me
Put them L's up, yo
How beautiful love can be
On the streets, love is hard to see
It's a place I got to be
Yeah, loving you is loving me
How beautiful love can be
On the streets, love is hard to see
Ha, gotta reach that frequency
Loving you is loving me
",Write a chorus in the style of Common that expresses the beauty and interconnectedness of love on the streets.
"Love Is... (Live at the North Sea Jazz Festival, 2005)","[Verse 2: Common]
It's all love where we come from
In the hood love we was told to run from
That same hood where the guns sung
We holla love, hoping it'd become one
Crack got so many lives undone
From lack of love many hide some run
I knew this girl with a son who dreamt of acting in plays
Demonstration with her man had her trapped in a maze
Trying to find herself again, much of that she'd have gave
Love can free us, to it some of us react as a slave
Funny, we love 'em more when they're relaxed in a grave
Wonder if a thug is raw, is he actin' afraid?
Everybody loves sun, why do I attract shade?
Heard of the love of money, compassion it pays
Talk about it with my youth so she'd understand
What it is to be loved by a man
And",Write a verse in the style of Common that explores the complexities of love and its impact on individuals in the hood.
"Love Is... (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
How beautiful love can be
On the streets, love is hard to see
It's a place I got to be
Loving you is loving me
How beautiful love can be
On the streets, love is hard to see
Gotta reach that frequency
Loving you is loving me
How beautiful love can be
On the streets, love is hard to see
It's a place I got to be
Loving you is loving me
How beautiful love can be
On the streets, love is hard to see
Gotta reach that frequency
Loving you is loving me","Write a chorus in the style of Common, expressing the interconnectedness of love and the struggles of finding it in the streets."
"Real People (Live at the North Sea Jazz Festival, 2005)","[Intro: Common]
Ah, where my real people at?
Yeah, ah, let me see my real people with their hands in the air
Wherever you from, real people, let's do it, baby
","Write an intro in the style of Common, calling out to the real people and inviting them to show themselves with their hands in the air."
"Real People (Live at the North Sea Jazz Festival, 2005)","[Verse 1: Common]
Yo, real People walk in the streets, the streets is talkin'
Often it's beef this city never does
People walk and talk in they sleep
Cold sweats and wet dreams
On how to get green, our faith is all in a jeep
Black souls, raw and they deep
Hypes tryna talk with no teeth
Shorties sayin' ball or retreat
A lesson we all speak at one point or another
What you expect from one who smoke a joint with his mother?
Anointed hustlers in a fatherless region
Through the pain, wish they know that God was just teachin'
We want decent homes
So dreams we say out loud like speakerphones just to keep 'em on
It's like a colored song that keep keepin' on
I guess knowin' I'm weak is when I'm really bein' strong
Somehow through the dust I could see the dawn
Like the Bishop Magic Juan, I write freedom songs
For the real people",Write a verse in the style of Common capturing the struggles and perseverance of real people in urban environments.
"Real People (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
Real people in the house, real people, real people check it out
Real people know what I'm talking about, it's real people
",Write a chorus in the style of Common celebrating authenticity and realness in people.
"Real People (Live at the North Sea Jazz Festival, 2005)","[Verse 2: Common]
I wonder is the spirits of Bob Marley and Haile Selassie
Watch me as the cops be tryna and pop and lock me
They cocky, plus they mentality is Nazi
The way they treat Blacks I wanna snap like paparazzi
We're the children of a better God searchin' for better jobs
We could cop ghetto cars tryin' not to catch a charge
They say the dope game is sour
Now they doin' homework that's when they follow you for hours
Come to your crib and devour all that you work for
Must be more than paper these brothas hurt for
Through the purple haze I circle days I rhyme that work for pays
Tryna reverse the slave's mind and insert the brave mentality
Heard that it's drama at home
Can a dude break free and still get honored at home?
I was told by a chief it's the games nature
When you're glowin' some will love and some will hate ya
Yo, it's real people
",Write a verse in the style of Common addressing social injustice and the struggle for equality.
"Real People (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
Uh, real people in the house, real people know what I'm talking about
It's real people, real people in the house, it's real people, it's real people, uh",Write a chorus in the style of Common celebrating the authenticity and understanding of real people.
